"Indikator","Ausprägung","Jahr","Raumbezug","Indikatorwert","Basiswert.1","Basiswert.2","Basiswert.3","Basiswert.4","Basiswert.5","Name.Basiswert.1","Name.Basiswert.2","Name.Basiswert.3","Name.Basiswert.4","Name.Basiswert.5"
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2020,"23 Allach - Untermenzing",42.2,389,922,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2020,"24 Feldmoching - Hasenbergl",60.9,932,1530,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2020,"25 Laim",53.9,578,1073,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"Stadt München",53,18885,35646,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"01 Altstadt - Lehel",41.6,164,394,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"02 Ludwigsvorstadt - Isarvorstadt",39.7,398,1003,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"03 Maxvorstadt",47.5,385,810,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"04 Schwabing - West",45.8,648,1416,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"05 Au - Haidhausen",42.8,631,1475,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"06 Sendling",46.2,399,863,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"07 Sendling - Westpark",57.7,817,1416,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"08 Schwanthalerhöhe",51.2,336,656,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"09 Neuhausen - Nymphenburg",48.8,1152,2362,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"10 Moosach",63,799,1269,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"11 Milbertshofen - Am Hart",73.3,1192,1626,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"12 Schwabing - Freimann",50.6,883,1745,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"13 Bogenhausen",46.9,1035,2209,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"14 Berg am Laim",63,714,1134,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"15 Trudering - Riem",50.5,1068,2115,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"16 Ramersdorf - Perlach",70.2,1916,2729,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"17 Obergiesing - Fasangarten",54.3,650,1198,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"18 Untergiesing - Harlaching",41.8,487,1164,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",53.1,1188,2239,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"20 Hadern",56,601,1074,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"21 Pasing - Obermenzing",44.3,844,1904,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"22 Aubing - Lochhausen - Langwied",54.7,724,1324,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"23 Allach - Untermenzing",40.2,363,902,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"24 Feldmoching - Hasenbergl",59.4,901,1518,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2019,"25 Laim",53.6,590,1101,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"Stadt München",52.6,18496,35182,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"01 Altstadt - Lehel",40.7,156,383,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"02 Ludwigsvorstadt - Isarvorstadt",41.5,411,991,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"03 Maxvorstadt",48.4,400,826,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"04 Schwabing - West",45.7,667,1458,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"05 Au - Haidhausen",42.9,638,1486,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"06 Sendling",47.8,417,873,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"07 Sendling - Westpark",55.9,759,1357,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"08 Schwanthalerhöhe",53.4,350,656,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"09 Neuhausen - Nymphenburg",47.3,1123,2374,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"10 Moosach",61.6,764,1240,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"11 Milbertshofen - Am Hart",72.8,1116,1532,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"12 Schwabing - Freimann",51,902,1770,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"13 Bogenhausen",48.1,977,2031,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"14 Berg am Laim",64,727,1136,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"15 Trudering - Riem",49.1,1045,2129,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"16 Ramersdorf - Perlach",69.9,1842,2637,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"17 Obergiesing - Fasangarten",55.6,674,1212,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"18 Untergiesing - Harlaching",40.4,478,1183,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",52.4,1158,2211,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"20 Hadern",55,592,1076,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"21 Pasing - Obermenzing",43.8,810,1849,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"22 Aubing - Lochhausen - Langwied",50.4,659,1308,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"23 Allach - Untermenzing",37.8,328,867,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"24 Feldmoching - Hasenbergl",60.4,922,1526,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2018,"25 Laim",54.2,581,1071,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"Stadt München",52.2,18172,34820,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"01 Altstadt - Lehel",43,151,351,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"02 Ludwigsvorstadt - Isarvorstadt",38.7,380,983,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"03 Maxvorstadt",47.4,389,821,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"04 Schwabing - West",46.1,677,1467,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"05 Au - Haidhausen",41.8,629,1503,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"06 Sendling",44.6,386,866,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"07 Sendling - Westpark",56.5,764,1353,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"08 Schwanthalerhöhe",54.5,370,679,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"09 Neuhausen - Nymphenburg",47.7,1124,2354,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"10 Moosach",62.6,763,1218,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"11 Milbertshofen - Am Hart",71.7,1094,1526,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"12 Schwabing - Freimann",51.7,913,1766,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"13 Bogenhausen",47.1,899,1907,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"14 Berg am Laim",64,715,1118,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"15 Trudering - Riem",48.6,1037,2135,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"16 Ramersdorf - Perlach",68.8,1784,2592,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"17 Obergiesing - Fasangarten",56.1,662,1180,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"18 Untergiesing - Harlaching",39.6,471,1190,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln",51.1,1087,2127,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"20 Hadern",52.2,573,1097,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"21 Pasing - Obermenzing",43.1,786,1824,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"22 Aubing - Lochhausen - Langwied",49.5,637,1286,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"23 Allach - Untermenzing",38.8,324,834,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"24 Feldmoching - Hasenbergl",61.1,944,1545,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2017,"25 Laim",55.8,613,1098,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"Stadt München",50.9,17380,34164,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"01 Altstadt - Lehel",43.1,149,346,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"02 Ludwigsvorstadt - Isarvorstadt",37.3,369,990,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
"Migrationshintergrund Kinder","deutsch 3 bis 5 Jahre",2016,"03 Maxvorstadt",47.6,381,801,NA,NA,NA,"Hauptwohnsitzbevölkerung (mit Migrationshintergrund) (deutsch) (3 bis 5 Jahre)","Hauptwohnsitzbevölkerung (deutsch) (3 bis 5 Jahre)",NA,NA,NA
